Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Jumat,17,8,500.000,311,susu,335,824,464,150.000
Jumat,6,1,600.000,409,gula,395,319,189,130.000
Selasa,25,5,500.000,411,beras,343,187,193,100.000
Senin,27,3,500.000,318,snack,346,722,183,130.000
Sabtu,23,6,1.000.000,272,susu,312,251,257,130.000
Senin,27,11,600.000,329,snack,376,900,340,150.000
Senin,25,10,400.000,158,susu,318,381,111,100.000
Rabu,24,2,1.000.000,342,susu,341,316,274,200.000
Kamis,2,1,600.000,136,beras,355,653,198,130.000
Senin,27,2,700.000,165,susu,356,927,433,200.000
Senin,16,0,700.000,150,gula,395,906,442,200.000
Minggu,27,1,1.000.000,323,telur,332,807,201,100.000
Sabtu,13,1,400.000,119,telur,364,811,127,200.000
Kamis,30,0,400.000,368,susu,388,433,222,130.000
Rabu,11,0,700.000,207,snack,369,416,142,130.000
Rabu,6,9,400.000,493,gula,305,863,113,100.000
Selasa,23,2,500.000,287,gula,305,832,493,100.000
Kamis,5,2,1.000.000,421,telur,350,121,271,100.000
Selasa,13,10,1.000.000,341,telur,393,725,170,200.000
Rabu,18,1,400.000,252,gula,303,162,406,130.000
Senin,21,6,600.000,162,telur,365,671,268,200.000
Rabu,24,1,1.000.000,418,telur,309,465,366,200.000
Kamis,13,7,600.000,109,susu,363,17,252,100.000
Minggu,19,9,1.000.000,474,snack,323,316,118,130.000
Jumat,22,8,600.000,170,beras,343,563,209,150.000
Selasa,17,10,600.000,147,snack,345,878,149,150.000
Minggu,22,7,600.000,482,susu,343,925,343,130.000
Senin,18,5,500.000,154,gula,303,673,249,200.000
Jumat,13,0,600.000,401,susu,304,101,364,130.000
Selasa,6,0,400.000,120,beras,301,32,333,100.000
Jumat,9,11,1.000.000,262,beras,394,245,462,150.000
Minggu,25,10,400.000,492,susu,309,408,488,130.000
Sabtu,10,2,400.000,146,beras,360,399,440,130.000
Senin,26,9,700.000,356,beras,363,85,479,100.000
Minggu,21,4,700.000,247,susu,315,965,344,150.000
Rabu,15,3,600.000,468,susu,300,998,100,200.000
Minggu,11,5,1.000.000,100,susu,390,124,230,200.000
Rabu,28,3,700.000,340,susu,393,997,292,100.000
Jumat,21,4,500.000,257,beras,340,766,490,150.000
Minggu,26,5,400.000,251,telur,388,564,481,100.000
Sabtu,15,7,700.000,218,susu,382,868,440,130.000
Minggu,11,11,1.000.000,124,beras,356,435,475,100.000
Senin,5,11,700.000,366,gula,350,854,297,150.000
Kamis,12,6,500.000,410,gula,347,918,485,130.000
Jumat,14,8,400.000,248,snack,389,78,193,200.000
Selasa,8,2,1.000.000,460,beras,330,360,323,200.000
Kamis,18,1,700.000,352,susu,327,29,334,130.000
Minggu,3,7,1.000.000,327,beras,307,325,234,100.000
Selasa,27,7,600.000,355,susu,394,603,108,100.000
Kamis,1,7,500.000,102,susu,322,753,495,130.000
Kamis,23,7,700.000,178,beras,379,587,163,130.000
Jumat,20,11,400.000,452,telur,369,934,175,200.000
Jumat,29,11,700.000,124,telur,357,985,149,100.000
Selasa,23,2,500.000,461,gula,383,819,250,130.000
Jumat,27,11,1.000.000,197,snack,327,320,263,100.000
Rabu,7,3,700.000,186,gula,396,953,497,150.000
Jumat,23,11,400.000,318,telur,399,299,255,130.000
Minggu,4,7,400.000,371,gula,337,965,115,200.000
Selasa,26,6,600.000,135,snack,353,695,343,100.000
Kamis,8,7,400.000,207,beras,323,423,144,130.000
Rabu,1,0,400.000,330,gula,372,152,335,200.000
Minggu,7,8,600.000,129,susu,376,545,363,150.000
Kamis,27,0,1.000.000,448,beras,394,814,480,100.000
Sabtu,8,11,400.000,240,snack,326,524,286,200.000
Senin,13,5,700.000,320,snack,358,100,487,200.000
Minggu,22,9,400.000,190,telur,333,670,202,150.000
Minggu,1,9,600.000,475,susu,386,231,176,200.000
Kamis,30,3,1.000.000,274,gula,396,60,410,150.000
Jumat,7,9,1.000.000,368,snack,343,47,255,150.000
Selasa,6,11,1.000.000,205,snack,361,878,405,100.000
Minggu,1,11,600.000,408,beras,366,347,480,100.000
Senin,24,4,700.000,152,snack,396,728,306,150.000
Selasa,12,9,400.000,170,telur,398,126,359,150.000
Selasa,15,1,700.000,119,snack,375,416,334,200.000
Minggu,6,3,1.000.000,407,susu,359,173,119,150.000
Selasa,4,5,500.000,130,gula,321,521,415,130.000
Senin,16,5,700.000,435,susu,342,317,196,130.000
Senin,2,3,600.000,404,snack,399,756,453,130.000
Rabu,30,1,500.000,356,telur,384,792,120,100.000
Sabtu,8,2,600.000,224,beras,366,488,219,200.000
Senin,30,10,400.000,155,gula,375,19,295,100.000
Minggu,23,11,400.000,336,snack,367,456,277,200.000
Kamis,23,11,500.000,203,gula,369,772,173,200.000
Selasa,18,0,400.000,419,beras,360,398,150,100.000
Minggu,18,2,1.000.000,495,snack,383,535,374,150.000
Jumat,24,7,1.000.000,334,telur,317,257,355,200.000
Selasa,26,4,1.000.000,412,snack,394,747,379,130.000
Rabu,12,0,700.000,219,telur,307,227,368,200.000
Rabu,15,8,600.000,466,beras,363,972,340,150.000
Sabtu,11,1,400.000,273,gula,322,424,456,100.000
Sabtu,22,1,600.000,405,beras,370,468,290,150.000
Senin,8,0,500.000,376,snack,334,623,171,130.000
Minggu,3,4,700.000,455,telur,356,973,442,100.000
Minggu,21,2,600.000,257,susu,373,913,356,130.000
Sabtu,25,1,1.000.000,425,beras,368,684,361,200.000
Sabtu,8,2,500.000,279,gula,358,465,314,200.000
Senin,4,8,700.000,382,susu,313,701,461,130.000
Minggu,7,0,600.000,318,susu,343,230,387,130.000
Sabtu,25,8,600.000,215,snack,320,715,411,130.000
Jumat,24,10,500.000,148,snack,335,557,223,150.000
Sabtu,15,2,600.000,335,beras,348,271,449,130.000
Selasa,11,9,700.000,258,telur,323,301,362,130.000
Sabtu,28,1,600.000,427,gula,394,145,276,100.000
Sabtu,23,7,400.000,194,gula,357,838,290,100.000
Sabtu,11,9,700.000,114,beras,380,616,493,150.000
Sabtu,26,6,600.000,123,gula,316,563,150,100.000
Sabtu,12,8,500.000,357,telur,375,814,318,150.000
Kamis,13,4,600.000,485,susu,346,545,405,130.000
Rabu,11,1,700.000,237,susu,392,275,206,150.000
Sabtu,22,3,500.000,478,snack,399,74,459,100.000
Selasa,3,8,400.000,160,telur,337,344,138,200.000
Senin,9,4,1.000.000,398,snack,311,650,444,100.000
Sabtu,16,9,1.000.000,257,susu,345,467,122,150.000
Sabtu,26,1,600.000,153,telur,380,814,284,150.000
Kamis,24,3,1.000.000,378,susu,349,22,136,100.000
Selasa,5,5,700.000,182,gula,396,394,281,150.000
Minggu,15,9,500.000,347,beras,347,380,455,150.000
Sabtu,17,4,500.000,424,beras,354,979,113,150.000
Selasa,7,10,500.000,160,beras,335,641,233,100.000
Minggu,28,10,700.000,138,gula,394,247,485,150.000
Minggu,12,1,1.000.000,352,telur,307,363,471,200.000
Rabu,15,8,500.000,414,snack,360,349,261,100.000
Rabu,29,3,500.000,145,telur,377,451,139,200.000
Jumat,11,2,400.000,231,susu,399,8,369,100.000
Rabu,6,8,1.000.000,467,snack,384,860,352,150.000
Selasa,30,1,1.000.000,288,telur,340,572,136,100.000
Senin,7,11,700.000,416,beras,351,216,319,130.000
Minggu,17,0,600.000,158,telur,303,406,327,200.000
Senin,6,6,400.000,136,snack,389,829,437,100.000
Selasa,5,8,500.000,432,gula,379,155,442,130.000
Rabu,2,0,600.000,168,susu,365,322,183,130.000
Minggu,24,8,600.000,459,gula,334,844,179,150.000
Sabtu,23,11,400.000,278,susu,378,634,141,150.000
Sabtu,2,7,1.000.000,299,susu,312,744,409,130.000
Selasa,14,0,400.000,154,gula,320,932,294,130.000
Rabu,5,7,400.000,373,beras,388,679,262,200.000
Senin,8,3,700.000,116,susu,313,204,475,100.000
Rabu,19,0,1.000.000,320,telur,378,861,207,200.000
Minggu,15,6,600.000,377,susu,378,502,210,100.000
Selasa,24,11,400.000,371,snack,308,97,455,130.000
Jumat,14,9,500.000,161,beras,319,620,279,200.000
Minggu,22,6,600.000,113,beras,340,372,211,200.000
Jumat,18,8,400.000,482,telur,318,504,156,100.000
Jumat,14,4,1.000.000,280,beras,336,956,341,100.000
Jumat,3,6,500.000,350,susu,307,888,134,130.000
Rabu,13,2,1.000.000,310,beras,308,609,344,200.000
Selasa,8,11,700.000,443,gula,331,466,127,150.000
Jumat,4,8,600.000,393,snack,376,721,261,150.000
Senin,24,1,400.000,214,susu,386,406,139,150.000
Sabtu,12,10,600.000,420,beras,383,259,224,100.000
Minggu,26,7,500.000,451,snack,366,566,306,200.000
Jumat,3,7,700.000,484,telur,332,566,260,150.000
Sabtu,27,5,400.000,387,gula,391,687,436,130.000
Sabtu,30,11,700.000,189,beras,367,683,194,100.000
Minggu,24,5,700.000,306,telur,319,881,456,200.000
Minggu,18,10,400.000,430,gula,353,99,126,130.000
Jumat,25,11,700.000,130,susu,389,41,114,150.000
Sabtu,10,10,1.000.000,394,gula,325,770,322,100.000
Jumat,23,3,600.000,101,telur,392,527,380,130.000
Rabu,26,10,1.000.000,182,telur,362,620,169,130.000
Senin,12,9,1.000.000,103,snack,304,380,122,130.000
Selasa,21,1,1.000.000,439,susu,318,652,363,100.000
Senin,14,10,700.000,368,gula,346,155,319,200.000
Jumat,10,1,1.000.000,384,gula,347,594,124,130.000
Minggu,14,8,500.000,194,telur,335,512,443,200.000
Selasa,3,8,600.000,332,snack,338,498,192,200.000
Rabu,23,0,700.000,195,snack,386,389,389,150.000
Minggu,14,11,700.000,207,beras,377,775,335,130.000
Kamis,13,4,600.000,488,snack,386,283,173,130.000
Sabtu,21,1,600.000,128,beras,340,121,371,200.000
Senin,15,3,1.000.000,283,gula,350,569,312,150.000
Senin,5,9,500.000,199,telur,338,819,196,130.000
Jumat,21,4,600.000,300,susu,396,416,482,130.000
Jumat,12,9,600.000,207,snack,390,318,347,200.000
Minggu,18,9,700.000,330,telur,316,206,210,100.000
Minggu,29,9,500.000,138,susu,369,719,302,150.000
Rabu,16,3,1.000.000,164,snack,356,876,398,100.000
Senin,19,9,1.000.000,188,snack,379,254,299,200.000
Minggu,4,9,400.000,456,susu,318,443,175,200.000
Jumat,8,6,500.000,356,telur,305,374,303,150.000
Jumat,1,7,600.000,129,snack,392,813,256,100.000
Senin,25,7,500.000,332,telur,321,568,407,200.000
Rabu,18,2,700.000,291,susu,305,733,478,150.000
Sabtu,4,8,700.000,470,snack,325,513,483,200.000
Selasa,9,0,500.000,455,snack,319,505,246,200.000
Rabu,13,6,1.000.000,155,telur,384,267,186,200.000
Senin,28,4,400.000,217,beras,314,957,275,100.000
Jumat,2,2,400.000,406,telur,304,451,418,200.000
Minggu,29,8,1.000.000,357,susu,300,931,119,130.000
Rabu,22,7,500.000,440,gula,333,68,137,100.000
Kamis,21,1,1.000.000,369,gula,345,448,434,200.000
Jumat,26,8,1.000.000,484,telur,326,21,441,130.000
Jumat,30,6,700.000,141,telur,352,24,466,200.000
Sabtu,3,0,400.000,483,gula,387,415,349,130.000
Sabtu,22,2,400.000,117,susu,322,81,267,130.000
Sabtu,29,9,1.000.000,230,beras,378,944,147,100.000
Senin,5,7,500.000,253,susu,309,536,239,200.000
Rabu,21,7,600.000,426,telur,348,215,165,100.000
Rabu,19,10,1.000.000,186,beras,376,499,350,150.000
Jumat,26,6,400.000,310,gula,373,553,325,130.000
Minggu,2,5,700.000,374,gula,316,799,296,150.000
Jumat,18,4,700.000,252,gula,353,703,395,130.000
Rabu,25,8,400.000,369,susu,312,163,496,100.000
Sabtu,26,9,600.000,242,susu,352,729,230,200.000
Rabu,24,8,1.000.000,432,beras,373,202,153,150.000
Sabtu,3,4,600.000,449,gula,371,780,185,130.000
Jumat,22,8,400.000,311,beras,378,215,484,130.000
Jumat,7,2,400.000,155,beras,326,748,251,100.000
Rabu,7,5,600.000,166,gula,390,447,489,150.000
Senin,24,10,500.000,313,snack,399,880,226,100.000
Rabu,20,7,600.000,266,snack,345,85,350,200.000
Selasa,1,10,1.000.000,148,telur,386,754,174,130.000
Kamis,27,1,700.000,334,telur,355,330,232,150.000
Jumat,28,2,1.000.000,311,beras,375,998,213,130.000
Sabtu,6,9,700.000,106,gula,388,900,241,130.000
Sabtu,18,0,1.000.000,253,telur,305,814,371,200.000
Kamis,15,8,500.000,292,susu,355,775,308,150.000
Selasa,3,7,1.000.000,191,telur,302,685,270,130.000
Rabu,23,3,600.000,155,gula,394,41,338,150.000
Sabtu,4,11,400.000,126,gula,326,225,330,100.000
Kamis,17,2,1.000.000,461,susu,377,7,355,150.000
Sabtu,21,10,600.000,478,telur,338,626,157,130.000
Senin,10,6,600.000,331,telur,339,855,441,130.000
Senin,8,9,700.000,470,beras,354,899,126,200.000
Sabtu,8,6,1.000.000,397,snack,325,588,401,130.000
Senin,5,7,600.000,467,telur,312,696,495,100.000
Selasa,29,10,600.000,440,snack,393,486,165,130.000
Jumat,12,0,1.000.000,349,snack,327,514,173,150.000
Rabu,28,0,400.000,137,gula,345,616,335,130.000
Jumat,24,10,1.000.000,146,beras,301,13,402,200.000
Jumat,1,6,700.000,347,beras,391,249,348,200.000
Minggu,16,2,1.000.000,217,susu,312,106,355,150.000
Rabu,9,0,500.000,151,snack,388,976,390,150.000
Selasa,19,3,400.000,228,snack,375,710,311,200.000
Selasa,22,0,700.000,276,gula,324,78,419,130.000
Sabtu,19,0,600.000,453,gula,394,867,121,100.000
Kamis,8,4,600.000,321,gula,307,547,327,200.000
Rabu,29,9,600.000,275,gula,339,998,257,200.000
Jumat,12,4,400.000,359,telur,357,120,460,130.000
Minggu,6,11,700.000,482,telur,322,252,217,130.000
Senin,19,11,700.000,398,beras,396,996,143,150.000
Kamis,3,8,700.000,109,telur,334,658,334,100.000
Jumat,28,0,700.000,241,snack,386,505,360,150.000
Rabu,30,8,700.000,164,telur,312,593,214,130.000
Rabu,23,5,600.000,355,snack,327,445,226,130.000
Kamis,10,9,500.000,278,telur,328,890,164,150.000
Senin,15,11,600.000,292,snack,353,772,229,130.000
Sabtu,12,8,500.000,139,gula,303,817,229,100.000
Senin,22,8,600.000,134,gula,315,534,130,130.000
Sabtu,29,0,400.000,452,telur,390,693,233,100.000
Minggu,8,9,600.000,294,snack,349,729,417,130.000
Minggu,10,11,700.000,499,snack,314,870,266,100.000
Minggu,25,6,400.000,286,beras,394,126,292,150.000
Sabtu,2,11,500.000,367,beras,325,301,410,100.000
Kamis,21,7,1.000.000,334,susu,315,471,175,100.000
Rabu,9,8,700.000,279,susu,348,635,431,200.000
Sabtu,22,7,500.000,314,gula,312,590,452,130.000
Selasa,30,0,500.000,232,snack,351,805,453,150.000
Minggu,4,11,700.000,227,gula,373,23,239,200.000
Sabtu,28,11,600.000,245,gula,331,783,106,200.000
Sabtu,9,6,700.000,247,beras,327,348,288,130.000
Kamis,17,2,500.000,414,snack,325,503,199,100.000
Sabtu,20,7,1.000.000,298,snack,307,350,208,150.000
Sabtu,18,9,600.000,107,snack,372,871,179,150.000
Selasa,20,2,500.000,443,susu,357,634,488,150.000
Jumat,29,10,700.000,389,susu,382,572,363,150.000
Jumat,2,1,1.000.000,376,beras,301,503,300,150.000
Senin,30,1,500.000,176,gula,367,707,207,100.000
Selasa,27,2,600.000,458,snack,366,740,366,100.000
Kamis,16,4,500.000,210,susu,385,794,273,100.000
Sabtu,11,1,600.000,414,snack,344,33,182,200.000
Kamis,7,7,1.000.000,390,susu,374,864,295,150.000
Rabu,21,9,700.000,366,snack,353,57,494,100.000
Kamis,27,4,400.000,262,gula,351,962,475,150.000
Kamis,5,10,500.000,200,snack,386,71,158,100.000
Sabtu,11,10,1.000.000,203,telur,314,861,433,130.000
Selasa,22,6,500.000,237,beras,318,107,223,200.000
Selasa,26,10,500.000,399,telur,306,446,210,130.000
Minggu,1,4,600.000,119,telur,343,829,174,150.000
Rabu,24,10,400.000,446,snack,388,916,498,130.000
Senin,16,5,500.000,104,snack,358,686,490,130.000
Sabtu,19,9,500.000,110,telur,357,685,409,200.000
Kamis,29,4,400.000,264,telur,341,336,260,200.000
Selasa,11,7,500.000,473,snack,308,344,325,200.000
Sabtu,6,0,600.000,499,snack,336,442,314,150.000
Kamis,18,8,1.000.000,480,gula,387,744,325,130.000
Minggu,1,7,600.000,199,susu,360,948,256,150.000
Sabtu,6,6,400.000,387,beras,391,506,138,150.000
Minggu,16,3,600.000,441,beras,305,12,217,130.000
Kamis,16,8,600.000,408,beras,331,402,446,100.000
Selasa,24,1,500.000,414,snack,325,899,247,200.000
Jumat,16,0,700.000,298,susu,340,944,394,200.000
Jumat,22,7,500.000,349,susu,330,542,245,150.000
Selasa,7,9,600.000,102,telur,337,544,462,200.000
Kamis,12,5,700.000,213,susu,309,692,454,200.000
Jumat,13,10,400.000,182,beras,329,222,228,130.000
Minggu,2,11,1.000.000,435,telur,326,654,295,100.000
Senin,1,3,400.000,469,snack,377,555,202,100.000
Minggu,12,11,1.000.000,253,beras,368,146,354,200.000
Jumat,24,11,500.000,382,gula,332,259,317,200.000
Selasa,14,0,500.000,302,susu,380,707,224,100.000
Selasa,11,7,600.000,246,beras,353,245,183,100.000
Minggu,18,3,400.000,303,telur,385,640,117,150.000
Sabtu,2,3,700.000,215,telur,314,24,479,150.000
Jumat,29,3,600.000,146,telur,393,658,257,100.000
Senin,3,11,400.000,458,gula,318,6,363,200.000
Minggu,11,10,700.000,366,snack,340,441,499,100.000
Sabtu,8,10,700.000,305,susu,378,705,494,130.000
Rabu,14,0,400.000,387,snack,323,458,495,200.000
Selasa,26,3,700.000,320,gula,347,9,116,200.000
Minggu,22,6,400.000,435,gula,349,900,369,200.000
Sabtu,30,4,400.000,281,telur,337,311,423,130.000
Senin,21,9,1.000.000,267,telur,306,368,234,130.000
Sabtu,3,6,600.000,439,beras,340,33,148,130.000
Kamis,14,7,700.000,441,snack,391,739,495,200.000
Jumat,26,10,600.000,123,gula,304,643,270,200.000
Rabu,18,4,1.000.000,497,susu,336,55,475,130.000
Senin,18,5,500.000,163,snack,379,56,413,200.000
Sabtu,26,7,1.000.000,441,beras,339,214,341,100.000
Minggu,28,4,400.000,342,gula,327,524,368,200.000
Selasa,27,9,400.000,395,snack,312,984,103,150.000
Senin,2,6,600.000,407,gula,308,174,208,130.000
Selasa,25,3,700.000,168,snack,384,505,305,130.000
Sabtu,20,10,700.000,484,snack,353,944,298,200.000
Jumat,28,7,1.000.000,203,beras,307,78,350,150.000
Kamis,21,7,1.000.000,340,gula,368,716,145,200.000
Minggu,1,4,400.000,249,beras,344,721,232,130.000
Kamis,17,9,700.000,132,telur,339,907,285,130.000
Kamis,1,10,500.000,351,susu,328,575,182,150.000
Kamis,27,7,700.000,180,telur,317,373,494,150.000
Jumat,2,10,500.000,474,telur,348,808,498,150.000
Jumat,23,8,700.000,217,telur,397,757,351,200.000
Kamis,24,10,600.000,437,snack,337,869,137,200.000
Minggu,10,5,400.000,465,beras,391,599,143,100.000
Sabtu,16,4,1.000.000,276,snack,387,358,287,200.000
Sabtu,27,11,700.000,406,telur,320,628,288,150.000
Kamis,25,9,400.000,457,telur,383,439,333,200.000
Selasa,24,4,600.000,426,snack,328,141,429,100.000
Jumat,12,6,1.000.000,417,telur,381,788,103,130.000
Jumat,20,7,600.000,314,snack,323,631,373,150.000
Selasa,8,4,1.000.000,214,telur,348,486,469,100.000
Senin,13,8,600.000,286,snack,305,978,145,200.000
Rabu,13,4,400.000,460,telur,382,469,369,100.000
Senin,5,8,600.000,157,gula,386,588,296,100.000
Sabtu,17,3,500.000,483,gula,355,994,152,100.000
Minggu,30,11,1.000.000,462,susu,306,230,119,100.000
Senin,25,5,600.000,424,beras,338,894,347,150.000
Rabu,18,8,500.000,411,telur,380,536,394,130.000
Minggu,9,10,600.000,369,snack,355,260,148,100.000
Jumat,19,1,700.000,401,beras,303,621,498,150.000
Kamis,23,2,1.000.000,174,gula,366,284,196,100.000
Kamis,19,4,1.000.000,384,beras,366,103,252,200.000
Minggu,29,4,700.000,254,gula,365,459,452,150.000
Sabtu,30,10,500.000,382,snack,343,953,188,200.000
Kamis,6,5,700.000,463,susu,316,760,496,100.000
Kamis,1,6,600.000,423,susu,320,942,416,200.000
Minggu,23,5,700.000,239,susu,307,677,455,100.000
Jumat,12,0,600.000,139,gula,359,763,496,200.000
Kamis,25,2,400.000,123,gula,352,858,195,100.000
Selasa,12,10,500.000,349,susu,341,27,108,200.000
Sabtu,23,10,400.000,371,beras,369,216,410,130.000
Minggu,22,2,500.000,375,susu,357,734,434,130.000
Minggu,18,3,400.000,194,susu,374,122,164,200.000
Kamis,6,1,400.000,499,snack,387,122,455,130.000
Selasa,9,11,500.000,126,susu,354,52,493,200.000
Kamis,7,0,1.000.000,204,telur,390,363,446,150.000
Sabtu,20,2,700.000,153,susu,389,783,475,130.000
Kamis,9,5,600.000,310,susu,319,619,357,150.000
Rabu,19,4,500.000,220,gula,382,248,297,200.000
Jumat,2,0,700.000,148,telur,394,733,498,100.000
Jumat,27,8,600.000,309,beras,375,436,219,130.000
Rabu,9,8,400.000,252,gula,355,5,357,100.000
Selasa,22,9,400.000,108,susu,398,837,242,150.000
Kamis,5,3,1.000.000,360,gula,373,164,218,150.000
Rabu,24,1,1.000.000,451,susu,388,642,146,100.000
Sabtu,30,3,400.000,108,telur,387,530,210,150.000
Senin,15,5,600.000,374,susu,370,846,142,130.000
Sabtu,2,3,600.000,170,telur,314,919,109,200.000
Selasa,17,11,600.000,328,susu,302,870,226,150.000
Jumat,8,1,700.000,391,beras,385,693,117,200.000
Selasa,3,9,600.000,352,gula,301,108,223,200.000
Jumat,1,3,700.000,479,susu,389,775,108,150.000
Sabtu,9,2,400.000,282,beras,399,91,381,130.000
Kamis,4,3,600.000,467,gula,358,935,393,200.000
Sabtu,11,2,400.000,204,susu,369,684,408,130.000
Sabtu,19,11,400.000,411,susu,343,845,418,200.000
Senin,25,3,1.000.000,218,gula,340,932,296,150.000
Selasa,10,5,600.000,203,gula,358,283,456,150.000
Rabu,20,7,400.000,413,snack,358,300,490,200.000
Kamis,19,6,700.000,298,gula,367,62,321,100.000
Sabtu,27,11,500.000,483,telur,360,784,110,130.000
Selasa,24,11,500.000,328,telur,364,236,104,200.000
Kamis,4,3,1.000.000,196,gula,310,581,339,150.000
Sabtu,25,1,700.000,483,telur,398,827,102,200.000
Sabtu,23,10,500.000,145,beras,305,653,334,130.000
Selasa,1,3,700.000,356,beras,373,972,430,130.000
Jumat,11,4,1.000.000,440,snack,358,621,157,100.000
Minggu,20,2,700.000,484,gula,335,341,374,100.000
Senin,24,10,1.000.000,331,telur,366,245,138,100.000
Kamis,16,6,400.000,146,telur,357,47,224,130.000
Minggu,4,8,700.000,369,susu,333,201,342,130.000
Minggu,20,0,600.000,372,beras,334,293,218,130.000
Kamis,20,3,500.000,194,susu,363,862,164,200.000
Senin,19,1,400.000,483,beras,304,545,337,130.000
Selasa,5,2,700.000,163,beras,323,858,127,100.000
Rabu,14,2,400.000,414,gula,395,241,195,100.000
Kamis,21,9,600.000,207,susu,318,721,277,200.000
Senin,11,4,400.000,434,snack,315,191,251,130.000
Selasa,18,9,1.000.000,319,snack,319,280,379,100.000
Rabu,20,5,500.000,118,susu,325,902,354,130.000
Kamis,16,11,700.000,410,beras,333,90,305,200.000
Minggu,22,7,500.000,478,telur,305,427,201,200.000
Selasa,29,0,600.000,359,gula,313,828,247,200.000
Rabu,27,8,600.000,155,beras,361,623,414,100.000
Minggu,17,0,700.000,483,susu,334,321,244,200.000
Selasa,19,3,500.000,229,gula,301,789,295,130.000
Minggu,23,9,700.000,321,telur,332,189,262,200.000
Rabu,9,7,700.000,460,gula,371,449,376,100.000
Senin,13,5,500.000,104,snack,345,885,172,130.000
Selasa,19,7,1.000.000,157,snack,334,695,240,130.000
Kamis,28,3,700.000,157,gula,331,362,458,150.000
Sabtu,8,6,400.000,218,gula,370,159,431,130.000
Selasa,4,2,700.000,366,susu,330,388,397,200.000
Jumat,11,5,400.000,471,snack,375,716,263,150.000
Jumat,21,2,500.000,455,snack,373,297,306,200.000
Jumat,6,5,700.000,112,susu,381,565,151,150.000
Kamis,29,4,600.000,385,snack,303,842,186,100.000
Rabu,16,0,600.000,134,gula,325,176,163,150.000
Senin,3,9,700.000,184,beras,305,501,170,200.000
